Category,Sample_Name,PC1,PC2,PC3
Tajiri,Tajiri__Figure 2 Set C__Figure2_SetC_2924.9,5.339052657306847,-0.13721021947562667,0.06330139760659821
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2300.9,5.52591548581473,0.11040170778148903,-0.11429197507817913
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2343.8,5.52591548581473,0.11040170778148903,-0.11429197507817913
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2445.4,5.6569364973078144,0.31237218880342493,0.32827545402606145
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2487.8,5.6569364973078144,0.31237218880342493,0.32827545402606145
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2591.8,5.454055830505637,-0.009835321549792863,-0.025588552440246968
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2632.5,5.454055830505637,-0.009835321549792863,-0.025588552440246968
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2736.5,5.549199712840516,0.19413869733778627,0.4116133080952663
Tajiri,Tajiri__Figure 2 Set D__Figure2_SetD_2882.8,5.339052657306847,-0.13721021947562667,0.06330139760659821
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_1789.4,6.244747978171636,0.8599867755512406,0.7021048460160639
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_1934.5,6.102478053248882,0.5940590575222207,0.39442806977521233
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_1990.5,5.8049815760048755,0.5372095841506838,0.33653715382401655
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2078.5,6.176020199316705,0.7473874224863809,0.7845445398024785
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2154.8,5.725664276162749,0.4249715418682857,0.24583576023964618
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2225.3,6.030618397939792,0.4738220281909386,0.48313149241314435
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2301.1,5.52591548581473,0.11040170778148903,-0.11429197507817913
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2343.2,5.52591548581473,0.11040170778148903,-0.11429197507817913
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2445.4,5.6569364973078144,0.31237218880342493,0.32827545402606145
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2486.8,5.6569364973078144,0.31237218880342493,0.32827545402606145
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2591.6,5.454055830505637,-0.009835321549792863,-0.025588552440246968
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2736.5,5.549199712840516,0.19413869733778627,0.4116133080952663
